id;name;slug;uic;uic8_sncf;latitude;longitude;parent_station_id;is_city;country;is_main_station;time_zone;is_suggestable;sncf_id;sncf_tvs_id;sncf_is_enabled;idtgv_id;idtgv_is_enabled;db_id;db_is_enabled;busbud_id;busbud_is_enabled;ouigo_id;ouigo_is_enabled;trenitalia_id;trenitalia_is_enabled;trenitalia_rtvt_id;ntv_rtiv_id;ntv_id;ntv_is_enabled;hkx_id;hkx_is_enabled;renfe_id;renfe_is_enabled;atoc_id;atoc_is_enabled;benerail_id;benerail_is_enabled;sncf_self_service_machine;same_as;info:de;info:en;info:es;info:fr;info:it;info:nl;info:cs;info:da;info:hu;info:ja;info:ko;info:pl;info:pt;info:ru;info:sv;info:tr;info:zh
7526;Jena West;jena-west;8016418;;50.923289;11.577845;16753;f;DE;f;Europe/Berlin;t;DEBHT;;f;;f;8011957;t;;f;;f;;f;;;;f;;f;;f;;f;DEJWT;f;f;;;;;Iéna;;;;;;イェーナ;예나;;;Йена;;;耶拿
7527;Berlin;berlin;8090000;;52.520501;13.386987;;t;DE;f;Europe/Berlin;t;DEBHX;;f;;f;8096003;t;;f;;f;;f;;;;f;;f;;f;;f;DEBRL;f;f;;;;;;Berlino;Berlijn;;;;ベルリン;베를린;;Berlim;Берлин;;;柏林
7528;Berlin Südkreuz;berlin-sudkreuz;8065971;;52.47547476075327;13.365570902824402;7527;f;DE;f;Europe/Berlin;t;DEHBS;;f;;f;8011113;t;;f;;f;;f;;;;f;;f;;f;;f;;f;f;;;;;;Berlino;Berlijn;;;;ベルリン;베를린;;Berlim;Берлин;;;柏林
7529;Bietigheim-Bissingen;bietigheim-bissingen;8029014;;48.947936;9.137552;;f;DE;f;Europe/Berlin;t;DEBIB;;f;;f;8000038;t;;f;;f;;f;;;;f;;f;;f;;f;DEBIB;f;f;;;;;;;;;;;;;;;;;;
7530;Bitburg;bitburg;;;;;;t;DE;f;Europe/Berlin;f;DEBIT;;f;;f;;f;;f;;f;;f;;;;f;;f;;f;;f;;f;f;;;;;;;;;;;;;;;;;;
7531;Bückeburg;buckeburg;8013574;;52.267634;9.047795;;f;DE;f;Europe/Berlin;t;DEBKB;;f;;f;8001245;t;;f;;f;;f;;;;f;;f;;f;;f;DEBKB;f;f;;;;;;;;;;;ビュッケブルク;뷔케부르크;;;Бюккебург;;;比克堡
7532;Backnang;backnang;8029577;;48.942767;9.42652;;f;DE;f;Europe/Berlin;t;DEBKG;;f;;f;8000016;t;;f;;f;;f;;;;f;;f;;f;;f;DEBKG;f;f;;;;;;;;;;;;;;;;;;
7533;Bad Kreuznach;bad-kreuznach;8019186;;49.842399;7.866433;;f;DE;f;Europe/Berlin;t;DEBKN;;f;;f;8000021;t;;f;;f;;f;;;;f;;f;;f;;f;DEBKN;f;f;;;;;;;;;;;;;;;;;;
7534;Bad Krozingen;bad-krozingen;8014408;;47.919966;7.69784;;f;DE;f;Europe/Berlin;t;DEBKR;;f;;f;8000718;t;;f;;f;;f;;;;f;;f;;f;;f;DEBKR;f;f;;;;;;;;;;;;;;;Бад-Кроцинген;;;巴德克罗钦根
7535;Berlin-Charlottenburg;berlin-charlottenburg;8003034;;52.504725;13.303522;7527;f;DE;f;Europe/Berlin;t;DEBLC;;f;;f;8010403;t;;f;;f;;f;;;;f;;f;;f;;f;DEBCH;f;f;;;;;;Berlino;Berlijn;;;;ベルリン;베를린;;Berlim;Берлин;;;柏林
7536;Bielefeld Hbf;bielefeld-hbf;8013597;;52.029258;8.532722;;f;DE;f;Europe/Berlin;t;DEBLF;;f;;f;8000036;t;;f;;f;;f;;;;f;;f;;f;;f;DEBLF;f;f;;;Main station;Estación central;Gare centrale;Stazione centrale;;;;;ビーレフェルト;빌레펠트;;;Билефельд;;;比勒费尔德
7537;Brohl;brohl;8019007;;50.481433;7.332635;;f;DE;f;Europe/Berlin;t;DEBLH;;f;;f;8001186;t;;f;;f;;f;;;;f;;f;;f;;f;DEBLH;f;f;;;;;;;;;;;;;;;;;;
7538;Bremerhaven;bremerhaven;;;53.534916;8.599557;;t;DE;f;Europe/Berlin;t;DEBMH;;f;;f;;f;;f;;f;;f;;;;f;;f;;f;;f;;f;f;;;;;;;;;;;;;;;;;;
7539;Bremerhaven Hbf;bremerhaven-hbf;8013786;;53.534916;8.599557;7538;f;DE;t;Europe/Berlin;t;DEBRH;;f;;f;8000051;t;;f;;f;;f;;;;f;;f;;f;;f;DEBRH;f;f;;;Main station;Estación central;Gare centrale;Stazione centrale;;;;;ブレーマーハーフェン;브레머하펜;;;Бремерхафен;;;不来梅哈芬
7540;Berlin Ostbahnhof;berlin-ostbahnhof;8003004;;52.510972;13.434567;7527;f;DE;f;Europe/Berlin;t;DEBML;;f;;f;8010255;t;;f;;f;;f;;;;f;;f;;f;;f;DEBML;f;f;;;;;;Berlino;Berlijn;;;;ベルリン;베를린;;Berlim;Берлин;;;柏林
7541;Bad Münster a Stein;bad-munster-a-stein;8019187;;49.813426;7.846989;;f;DE;f;Europe/Berlin;t;DEBMS;;f;;f;8000726;t;;f;;f;;f;;;;f;;f;;f;;f;DEBMS;f;f;;;;;;;;;;;;;;;;;;
7542;Bad Honnef (Rhein);bad-honnef-rhein;8015585;;50.639769;7.219533;;f;DE;f;Europe/Berlin;t;DEBNF;;f;;f;8000713;t;;f;;f;;f;;;;f;;f;;f;;f;DEBNF;f;f;;;;;;;;;;;;;;;;;;
7543;Bingen (Rhein) Hbf;bingen-rhein-hbf;8019041;;49.968724;7.884258;;f;DE;f;Europe/Berlin;t;DEBNG;;f;;f;8000039;t;;f;;f;;f;;;;f;108000039;t;;f;;f;DEBIG;f;f;;;Main station;Estación central;Gare centrale;Stazione centrale;;;;;ビンゲン・アム・ライン;;;;Бинген-на-Рейне;;;莱茵河畔宾根
7544;Bad Nauheim;bad-nauheim;8011402;;50.367899;8.749335;;f;DE;f;Europe/Berlin;t;DEBNH;;f;;f;8000728;t;;f;;f;;f;;;;f;;f;;f;;f;DEBNH;f;f;;;;;;;;;;;;;;;;;;
7545;Bonn;bonn;;;50.732007;7.097136;;t;DE;f;Europe/Berlin;t;DEBNJ;;f;;f;;f;;f;;f;;f;;;;f;;f;;f;;f;;f;f;;;;;;;;;;;;;;;;;;
7546;Buchloe;buchloe;8002181;;48.033724;10.71622;;f;DE;f;Europe/Berlin;t;DEBOE;;f;;f;8000057;t;;f;;f;;f;;;;f;;f;;f;;f;DEBOE;f;f;;;;;;;;;;;;;;;;;;
7547;Boppard Hbf;boppard-hbf;8019029;;50.231416;7.586104;;f;DE;f;Europe/Berlin;t;DEBPP;;f;;f;8000045;t;;f;;f;;f;;;;f;;f;;f;;f;DEBPP;f;f;;;Main station;Estación central;Gare centrale;Stazione centrale;;;;;;;;;;;;
7548;Bremen Hbf;bremen-hbf;8013750;;53.083477;8.813833;;f;DE;f;Europe/Berlin;t;DEBRE;;f;;f;8000050;t;;f;;f;;f;;;;f;;f;;f;;f;DEBRE;f;f;;;Main station;Estación central;Gare centrale;Stazione centrale;;Brémy;;Bréma;ブレーメン;브레멘;Brema;;Бремен;;;不来梅
7549;Bensheim;bensheim;8011306;;49.681231;8.616978;;f;DE;f;Europe/Berlin;t;DEBSH;;f;;f;8000031;t;;f;;f;;f;;;;f;;f;;f;;f;DEBSH;f;f;;;;;;;;;;;ベンスハイム;;;;Бенсхайм;;;本斯海姆
7550;Berlin-Spandau;berlin-spandau;8003025;;52.53447;13.19753;7527;f;DE;f;Europe/Berlin;t;DEBSP;;f;;f;8010404;t;;f;;f;;f;;;;f;;f;;f;;f;DEBSP;f;f;;;;;;Berlino;Berlijn;;;;ベルリン;베를린;;Berlim;Берлин;;;柏林
7551;Brunswick;brunswick;8013241;;;;;f;DE;f;Europe/Berlin;f;DEBSW;;f;;f;;f;;f;;f;;f;;;;f;;f;;f;;f;;f;f;;;;;;;;;;;;;;;;;;
7552;Bretten;bretten;8014094;;49.036947;8.693135;;f;DE;f;Europe/Berlin;t;DEBTN;;f;;f;8000053;t;;f;;f;;f;;;;f;;f;;f;;f;DEBTN;f;f;;;;;;;;;;;;;;;;;;
7553;Bad Oeynhausen;bad-oeynhausen;8013585;;52.205465;8.796933;;f;DE;f;Europe/Berlin;t;DEBYN;;f;;f;8000732;t;;f;;f;;f;;;;f;;f;;f;;f;DEBYN;f;f;;;;;;;;;;;;;;;;;;
7554;Bayreuth Hbf;bayreuth-hbf;8022248;;49.949613;11.579985;;f;DE;f;Europe/Berlin;t;DEBYU;;f;;f;8000028;t;;f;;f;;f;;;;f;;f;;f;;f;DEBAH;f;f;;;Main station;Estación central;Gare centrale;Stazione centrale;;;;;バイロイト;바이로이트;;;Байройт;;;拜罗伊特
7555;Butzbach;butzbach;8011407;;50.431156;8.66952;;f;DE;f;Europe/Berlin;t;DEBZB;;f;;f;8001312;t;;f;;f;;f;;;;f;;f;;f;;f;DEBZB;f;f;;;;;;;;;;;;;;;;;;
7556;Bützow;butzow;8027021;;53.836809;11.997749;;f;DE;f;Europe/Berlin;t;DEBZW;;f;;f;8010066;t;;f;;f;;f;;;;f;;f;;f;;f;DEBZW;f;f;;;;;;;;;;;;;;;Бютцов;;;比措
7557;Cottbus;cottbus;8004019;;51.750952;14.324158;;f;DE;f;Europe/Berlin;t;DECBU;;f;;f;8010073;t;;f;;f;;f;;;;f;;f;;f;;f;DECOT;f;f;;;;;;;;Chotěbuz;;;コトブス;콧부스;Chociebuż;;Котбус;;;科特布斯
7558;Köln;koln;;;50.941312;6.967206;;t;DE;f;Europe/Berlin;t;DECGN;;t;;f;8096022;t;u1hcy0;t;;f;;f;;;;f;;f;;f;;f;;f;f;;;Cologne;Colonia;Cologne;Colonia;Keulen;Kolín nad Rýnem;;;ケルン;쾰른;Kolonia;Colônia;Кёльн;;;科隆
7559;Köln-Mülheim;koln-mulheim;8015541;;50.957987;7.013294;7558;f;DE;f;Europe/Berlin;t;DEKOM;;f;;f;8000209;t;;f;;f;;f;;;;f;;f;;f;;f;;f;f;;;Cologne;Colonia;Cologne;Colonia;Keulen;Kolín nad Rýnem;;;ケルン;쾰른;Kolonia;Colônia;Кёльн;;;科隆
7560;Köln Messe/Deutz;koln-messe-deutz;8015561;;50.940871;6.975;7558;f;DE;f;Europe/Berlin;t;DEKOD;;f;;f;8003368;t;;f;;f;;f;;;;f;;f;;f;;f;;f;f;;;Cologne;Colonia;Cologne;Colonia;Keulen;Kolín nad Rýnem;;;ケルン;쾰른;Kolonia;Colônia;Кёльн;;;科隆
7561;Köln Hbf;koln-hbf;8015458;80154583;50.943029;6.958729;7558;f;DE;t;Europe/Berlin;t;DEKOH;;t;;f;8000207;t;;f;;f;8015458;f;S02100;;;f;108015458;t;8050500;f;;f;DEKOH;f;f;;;Cologne Main station;Colonia Estación central;Cologne Gare centrale;Colonia Stazione centrale;Keulen;Kolín nad Rýnem;;;ケルン;쾰른;Kolonia;Colônia;Кёльн;;;科隆
7562;Celle;celle;8013631;;52.621171;10.062704;;f;DE;f;Europe/Berlin;t;DECLL;;f;;f;8000064;t;;f;;f;;f;;;;f;;f;;f;;f;DECEL;f;f;;Deutschland;Germany;Alemania;Allemagne;Germania;;;;;ツェレ;첼레;;;Целле;;;策勒
7563;Cochem (Mosel);cochem-mosel;8025107;;50.153093;7.166739;;f;DE;f;Europe/Berlin;t;DECMO;;f;;f;8001340;t;;f;;f;;f;;;;f;;f;;f;;f;DECMO;f;f;;;;;;;;;;;コッヘム;;;;Кохем;;;科赫姆
7564;Crailsheim;crailsheim;8029685;;49.137869;10.064322;;f;DE;f;Europe/Berlin;t;DECRH;;f;;f;8000067;t;;f;;f;;f;;;;f;;f;;f;;f;DECRH;f;f;;;;;;;;;;;;;;;;;;
7565;Creußen (Oberfr);creussen-oberfr;8022296;;49.849473;11.628445;;f;DE;f;Europe/Berlin;t;DECSS;;f;;f;8001348;t;;f;;f;;f;;;;f;;f;;f;;f;;f;f;;;;;;;;;;;;;;;;;;
7566;Cuxhaven;cuxhaven;8001205;;53.861008;8.703706;;f;DE;f;Europe/Berlin;t;DECUX;;f;;f;8001352;t;;f;;f;;f;;;;f;;f;;f;;f;DECUX;f;f;;;;;;;;;;;;쿡스하펜;;;Куксхафен;;;库克斯港
7567;Brandenburg Hbf;brandenburg-hbf;8024019;;52.400765;12.566245;;f;DE;f;Europe/Berlin;t;DEDBG;;f;;f;8010060;t;;f;;f;;f;;;;f;;f;;f;;f;DEBXH;f;f;;;Main station;Brandeburgo Estación central;Gare centrale;Stazione centrale;;;;;ブランデンブルク・アン・デア・ハーフェル;브란덴부르크안데어하펠;;;Бранденбург-на-Хафеле;;;哈弗尔河畔勃兰登堡
7568;Dombühl;dombuhl;8022742;;49.252113;10.298518;;f;DE;f;Europe/Berlin;t;DEDMB;;f;;f;8000365;t;;f;;f;;f;;;;f;;f;;f;;f;DEDMB;f;f;;;;;;;;;;;;;;;;;;
7569;Delmenhorst;delmenhorst;8013828;;53.052788;8.629761;;f;DE;f;Europe/Berlin;t;DEDMH;;f;;f;8000070;t;;f;;f;;f;;;;f;;f;;f;;f;DEDEL;f;f;;;;;;;;;;;デルメンホルスト;;;;Дельменхорст;;;代尔门霍斯特
7570;Donaueschingen;donaueschingen;8014529;;47.947787;8.498923;;f;DE;f;Europe/Berlin;t;DEDNE;;f;;f;8000077;t;;f;;f;;f;;;;f;;f;;f;;f;DEDNE;f;f;;;;;;;;;;;ドナウエッシンゲン;;;;Донауэшинген;;;多瑙艾辛根
7571;Dillingen (Donau);dillingen-donau;8002078;;48.581257;10.48917;;f;DE;f;Europe/Berlin;t;DEDON;;f;;f;8001463;t;;f;;f;;f;;;;f;;f;;f;;f;DEDID;f;f;;;;;;;;;;;;;;;;;;
7572;Darmstadt Hbf;darmstadt-hbf;8011336;;49.872503;8.629635;;f;DE;f;Europe/Berlin;t;DEDST;;f;;f;8000068;t;;f;;f;;f;;;;f;;f;;f;;f;DEDST;f;f;;;Main station;Estación central;Gare centrale;Stazione centrale;;;;;ダルムシュタット;다름슈타트;;;Дармштадт;;;达姆施塔特
7573;Dortmund Hbf;dortmund-hbf;8010053;;51.517898;7.459293;10781;f;DE;t;Europe/Berlin;t;DEDTM;;t;;f;8000080;t;;f;;f;;f;;;;f;;f;;f;;f;DEDTM;f;f;;;Main station;Estación central;Gare centrale;Stazione centrale;;;;;ドルトムント;도르트문트;;;Дортмунд;;;多特蒙德
7574;Düsseldorf-Benrath;dusseldorf-benrath;8008117;;51.162375;6.87904;7578;f;DE;f;Europe/Berlin;t;DEDUB;;f;;f;8001584;t;;f;;f;;f;;;;f;;f;;f;;f;DEDUB;f;f;;;;;;;;;;;;;;;Дюссельдорф-Бенрат;;;
7575;Düsseldorf Flughafen;dusseldorf-flughafen;8039904;;51.292008;6.786837;7578;f;DE;f;Europe/Berlin;t;DEDUF;;t;;f;8000082;t;;f;;f;;f;;;;f;;f;;f;;f;;f;f;;;Airport;Aeropuerto;Aéroport;Aeroporto;;;;;デュッセルドルフ;뒤셀도르프;;;Дюссельдорф;;;
7576;Duisburg Hbf;duisburg-hbf;8010316;;51.429786;6.775906;10780;f;DE;t;Europe/Berlin;t;DEDUI;;t;;f;8000086;t;;f;;f;;f;;;;f;108010316;t;8047270;f;;f;DEDUI;f;f;;;Main station;Duisburgo Estación central;Duisbourg Gare centrale;Stazione centrale;;;;;デュイスブルク;뒤스부르크;;Duisburgo;Дуйсбург;;;杜伊斯堡
7577;Düren;duren;8015330;;50.809395;6.482031;;f;DE;f;Europe/Berlin;t;DEDUR;;f;;f;8000084;t;;f;;f;;f;;;;f;;f;;f;;f;DEDEE;f;f;;;;;;;;;;;;뒤렌;;;Дюрен;;;迪伦
7578;Düsseldorf;dusseldorf;8080260;;51.21996;6.794316;;t;DE;f;Europe/Berlin;t;DEDUS;;f;;f;;f;;f;;f;;f;;;;f;;f;;f;;f;;f;f;;;;;;;;;;;;;;;;;;
7579;Eberbach;eberbach;8014121;;49.465769;8.984152;;f;DE;f;Europe/Berlin;t;DEEBB;;f;;f;8000369;t;;f;;f;;f;;;;f;;f;;f;;f;DEEBB;f;f;;;;;;;;;;;;;;;;;;
7580;Eberswalde Hbf;eberswalde-hbf;8028227;;52.834018;13.797057;;f;DE;f;Europe/Berlin;t;DEEBW;;f;;f;8010093;t;;f;;f;;f;;;;f;;f;;f;;f;DEBRS;f;f;;;Main station;Estación central;Gare centrale;Stazione centrale;;;;;エーベルスヴァルデ;에베르스발데;;;Эберсвальде;;;埃贝尔斯瓦尔德
7581;Elze (Han);elze-han;8013420;;52.120148;9.746895;;f;DE;f;Europe/Berlin;t;DEEHA;;f;;f;8000093;t;;f;;f;;f;;;;f;;f;;f;;f;;f;f;;;;;;;;;;;;;;;Эльце;;;埃尔策
7582;Ehrang;ehrang;8025142;;49.802028;6.685808;;f;DE;f;Europe/Berlin;t;DEEHR;;f;;f;8000370;t;;f;;f;;f;;;;f;;f;;f;;f;DEAHM;f;f;;;;;;;;;;;;;;;;;;
7583;Eichenberg;eichenberg;8013046;;51.374826;9.921484;;f;DE;f;Europe/Berlin;t;DEEIC;;f;;f;8000090;t;;f;;f;;f;;;;f;;f;;f;;f;DEEIC;f;f;;;;;;;;;;;;;;;;;;
7584;Eltville;eltville;8011011;;50.027558;8.121529;;f;DE;f;Europe/Berlin;t;DEELT;;f;;f;8001763;t;;f;;f;;f;;;;f;;f;;f;;f;DEELT;f;f;;;;;;;;;;;;;;;;;;
7585;Ellwangen;ellwangen;8029693;;48.964117;10.129683;;f;DE;f;Europe/Berlin;t;DEELW;;f;;f;8001751;t;;f;;f;;f;;;;f;;f;;f;;f;DEELW;f;f;;;;;;;;;;;;;;;;;;
7586;Emden Hbf;emden-hbf;8021099;;53.369011;7.19501;;f;DE;f;Europe/Berlin;t;DEEME;;f;;f;8001768;t;;f;;f;;f;;;;f;;f;;f;;f;DEEME;f;f;;;Main station;Estación central;Gare centrale;Stazione centrale;;;;;エムデン;엠덴;;;Эмден;;;埃姆登
7587;Engen;engen;8014554;;47.856349;8.772788;;f;DE;f;Europe/Berlin;t;DEENG;;f;;f;8001790;t;;f;;f;;f;;;;f;;f;;f;;f;DEENG;f;f;;;;;;;;;;;;;;;;;;
7588;Erfurt Hbf;erfurt-hbf;8016043;;50.972549;11.038501;;f;DE;f;Europe/Berlin;t;DEERF;;f;;f;8010101;t;;f;;f;;f;;;;f;;f;;f;;f;DEERF;f;f;;;Main station;Érfurt Estación central;Gare centrale;Stazione centrale;;;;;エアフルト;에르푸르트;;;Эрфурт;;;埃尔福特
7589;Erkelenz;erkelenz;8015183;;51.076564;6.321717;;f;DE;f;Europe/Berlin;t;DEERK;;f;;f;8001839;t;;f;;f;;f;;;;f;;f;;f;;f;DEERK;f;f;;;;;;;;;;;;;;;;;;
7590;Esslingen-am-Neckar;esslingen-am-neckar;8029054;;;;;f;DE;f;Europe/Berlin;f;DEESN;;f;;f;;f;;f;;f;;f;;;;f;;f;;f;;f;;f;f;;;;;;;;;;;;;;;;;;
7591;Essen Hbf;essen-hbf;8010184;;51.451351;7.014795;10779;f;DE;t;Europe/Berlin;t;DEESS;;t;;f;8000098;t;;f;;f;;f;;;;f;108010184;t;;f;;f;DEESS;f;f;;;Main station;Estación central;Gare centrale;Stazione centrale;;;;;エッセン;에센;;;Эссен;;;埃森
7592;Fürth (Bay) Hbf;furth-bay-hbf;8022187;;49.469706;10.989987;;f;DE;f;Europe/Berlin;t;DEFBH;;f;;f;8000114;t;;f;;f;;f;;;;f;;f;;f;;f;DEFUB;f;f;;;Main station;Estación central;Gare centrale;Stazione centrale;;;;;フュルト;퓌르트;;;Фюрт;;;菲尔特
7593;Plauen (Vogtl) ob Bf;plauen-vogtl-ob-bf;8006712;;50.505937;12.12954;;f;DE;f;Europe/Berlin;t;DEFBS;;f;;f;8010275;t;;f;;f;;f;;;;f;;f;;f;;f;DEPOB;f;f;;;;;;;;;;;;;;;;;;
7594;Friedrichshafen Stadt;friedrichshafen-stadt;8029162;;47.65322;9.473902;;f;DE;f;Europe/Berlin;t;DEFDH;;f;;f;8000112;t;;f;;f;;f;;;;f;;f;;f;;f;DEFDH;f;f;;;;;;;;;;;フリードリヒスハーフェン;;;;Фридрихсхафен;;;腓特烈港
7596;Frankfurt (M) Flughafen Fernbf;frankfurt-m-flughafen-fernbf;8061676;;50.05290581298199;8.569872379302979;;f;DE;f;Europe/Berlin;t;DEFFF;;t;;f;8070003;t;;f;;f;;f;;;;f;;f;;f;;f;DEFFF;f;f;;;Airport;Fráncfort;Francfort Aéroport;Francoforte Aeroporto;;Frankfurt nad Mohanem;;;フランクフルト・アム・マイン;프랑크푸르트;Frankfurt nad Menem;;Франкфурт-на-Майне;;;法兰克福
7597;Freiburg (Breisgau) Hbf;freiburg-breisgau-hbf;8014350;80143503;47.997690269936264;7.841593623161316;7692;f;DE;t;Europe/Berlin;t;DEFGB;;t;;f;8000107;t;;f;;f;8014350;f;;;;f;;f;;f;;f;DEFGB;f;f;;;Main station;Freiberg Estación central;Gare centrale;Stazione centrale;Freiberg;;;;フライベルク;;Freiberg;Freiberga;Фрайбург;Freiberg;;弗莱贝格
7598;Bergen auf Rügen;bergen-auf-rugen;8028496;;54.420497;13.41782;;f;DE;f;Europe/Berlin;t;DEFGV;;f;;f;8010033;t;;f;;f;;f;;;;f;;f;;f;;f;DERAR;f;f;;;;;;;;;;;;베르겐아우프뤼겐;;;Берген-на-Рюгене;;;贝尔根奥夫吕根
7599;Binz LB;binz-lb;8028951;;54.392783;13.609947;;f;DE;f;Europe/Berlin;t;DEFHA;;f;;f;8011193;t;;f;;f;;f;;;;f;;f;;f;;f;;f;f;;;;;;;;;;;;;;;;;;
7600;Freilassing;freilassing;8000462;;47.836914;12.977196;;f;DE;f;Europe/Berlin;t;DEFLS;;f;;f;8000108;t;;f;;f;;f;;;;f;;f;;f;;f;DEFRL;f;f;;;;;;;;;;;;;;;;;;
7601;Reichenbach (Vogtl) ob Bf;reichenbach-vogtl-ob-bf;8006704;;50.627777;12.293117;;f;DE;f;Europe/Berlin;t;DEFLW;;f;;f;8012739;t;;f;;f;;f;;;;f;;f;;f;;f;;f;f;;;;;;;;;;;;;;;;;;
7602;Frankfurt (Main);frankfurt-main;;;50.107149;8.663785;;t;DE;f;Europe/Berlin;t;DEFRA;;t;;f;8096021;t;;f;;f;;f;;;;f;;f;;f;;f;;f;f;;;;Fráncfort;Francfort;Francoforte;;Frankfurt nad Mohanem;;;フランクフルト・アム・マイン;프랑크푸르트;Frankfurt nad Menem;;Франкфурт-на-Майне;;;法兰克福
7603;Frankfurt (Main) Süd;frankfurt-main-sud;8011065;;50.09958;8.686303;7602;f;DE;f;Europe/Berlin;t;DEFRS;;f;;f;8002041;t;;f;;f;;f;;;;f;;f;;f;;f;;f;f;;;;Fráncfort;Francfort;Francoforte;;Frankfurt nad Mohanem;;;フランクフルト・アム・マイン;프랑크푸르트;Frankfurt nad Menem;;Франкфурт-на-Майне;;;法兰克福
7604;Frankfurt (Main) Hbf;frankfurt-main-hbf;8011068;;50.107149;8.663785;7602;f;DE;t;Europe/Berlin;t;DEFRH;;t;;f;8000105;t;;f;;f;8011068;f;;;;f;108000105;t;8060315;f;;f;DEFRA;f;f;;;Main station;Fráncfort;Francfort Gare centrale;Francoforte Stazione centrale;;Frankfurt nad Mohanem;;;フランクフルト・アム・マイン;프랑크푸르트;Frankfurt nad Menem;;Франкфурт-на-Майне;;;法兰克福
7605;Frankfurt-Höchst;frankfurt-hochst;8011100;;50.102636;8.542368;7602;f;DE;f;Europe/Berlin;t;DEFRO;;f;;f;8000106;t;;f;;f;;f;;;;f;;f;;f;;f;DEFRH;f;f;;;;Fráncfort;Francfort;Francoforte;;Frankfurt nad Mohanem;;;フランクフルト・アム・マイン;프랑크푸르트;Frankfurt nad Menem;;Франкфурт-на-Майне;;;法兰克福
7606;Freudenstadt;freudenstadt;;;48.460325;8.428807;;t;DE;f;Europe/Berlin;t;DEFRE;;f;;f;;f;;f;;f;;f;;;;f;;f;;f;;f;;f;f;;;;;;;;;;;;;;;;;;
7607;Gengenbach;gengenbach;8014497;;48.404655;8.010188;;f;DE;f;Europe/Berlin;t;DEGGB;;f;;f;8002235;t;;f;;f;;f;;;;f;;f;;f;;f;DEGGB;f;f;;;;;;;;;;;;;;;;;;
7608;Gießen;giessen;8011033;;50.579056;8.661466;;f;DE;f;Europe/Berlin;t;DEGIE;;f;;f;8000124;t;;f;;f;;f;;;;f;;f;;f;;f;DEGIE;f;f;;;;;;;;;;;ギーセン;기센;;;Гиссен;;;吉森
7609;Geilenkirchen;geilenkirchen;8015188;;50.961097;6.124368;;f;DE;f;Europe/Berlin;t;DEGLK;;f;;f;8002206;t;;f;;f;;f;;;;f;;f;;f;;f;DEGLK;f;f;;;;;;;;;;;;;;;;;;
7610;Gelnhausen;gelnhausen;8011044;;50.19634;9.189276;;f;DE;f;Europe/Berlin;t;DEGLN;;f;;f;8000117;t;;f;;f;;f;;;;f;;f;;f;;f;DEGLN;f;f;;;;;;;;;;;;;;;;;;
7611;Gelsenkirchen Hbf;gelsenkirchen-hbf;8010143;;51.505016;7.102583;;f;DE;f;Europe/Berlin;t;DEGLS;;f;;f;8000118;t;;f;;f;;f;;;;f;;f;;f;;f;DEGEL;f;f;;;Main station;Estación central;Gare centrale;Stazione centrale;;;;;ゲルゼンキルヒェン;겔젠키르헨;;;Гельзенкирхен;;;盖尔森基兴
7612;Gemünden (Main);gemunden-main;8022549;;50.050013;9.699891;;f;DE;f;Europe/Berlin;t;DEGMM;;f;;f;8000120;t;;f;;f;;f;;;;f;;f;;f;;f;DEGMM;f;f;;;;;;;;;;;;;;;;;;
7613;Göttingen;gottingen;8013050;;51.536614;9.925682;;f;DE;f;Europe/Berlin;t;DEGOE;;f;;f;8000128;t;;f;;f;;f;;;;f;;f;;f;;f;DEGGN;f;f;;;;Gotinga;Gœttingue;Gottinga;;;;;ゲッティンゲン;괴팅겐;Getynga;Gotinga;Гёттинген;;;哥廷根
7614;Göppingen;goppingen;8029065;;48.700022;9.651969;;f;DE;f;Europe/Berlin;t;DEGPG;;f;;f;8000127;t;;f;;f;;f;;;;f;;f;;f;;f;DEGOE;f;f;;;;;;;;;;;;;;;Гёппинген;;;格平根
7615;Graben-Neudorf;graben-neudorf;8014068;;49.162284;8.490545;;f;DE;f;Europe/Berlin;t;DEGRN;;f;;f;8000131;t;;f;;f;;f;;;;f;;f;;f;;f;;f;f;;;;;;;;;;;;;;;;;;
7616;Großkorbetha;grosskorbetha;8023011;;51.267315;12.022173;;f;DE;f;Europe/Berlin;t;DEGRO;;f;;f;8010146;t;;f;;f;;f;;;;f;;f;;f;;f;;f;f;;;;;;;;;;;;;;;;;;
7617;Geisenheim;geisenheim;8011007;;49.985974;7.968802;;f;DE;f;Europe/Berlin;t;DEGSH;;f;;f;8002212;t;;f;;f;;f;;;;f;;f;;f;;f;DEGSH;f;f;;;;;;;;;;;;;;;;;;
7618;Gütersloh Hbf;gutersloh-hbf;8013606;;51.90732;8.385632;;f;DE;f;Europe/Berlin;t;DEGSL;;f;;f;8002461;t;;f;;f;;f;;;;f;;f;;f;;f;DEGSL;f;f;;;Main station;Estación central;Gare centrale;Stazione centrale;;;;;;귀터슬로;;;Гютерсло;;;居特斯洛
7619;Geislingen (Steige);geislingen-steige;8029086;;48.61947;9.841821;;f;DE;f;Europe/Berlin;t;DEGSS;;f;;f;8002218;t;;f;;f;;f;;;;f;;f;;f;;f;;f;f;;;;;;;;;;;;;;;;;;
7620;Gutach schwarzwaldb;gutach-schwarzwaldb;8014510;;;;;f;DE;f;Europe/Berlin;f;DEGTC;;f;;f;;f;;f;;f;;f;;;;f;;f;;f;;f;;f;f;;;;;;;;;;;;;;;;;;
